text,label
"I've never been treated so poorly by customer service. Get your act together. #LostACustomerForLife",complaint
"America airlines needs the get there shit together",complaint
"Flying  to dps. spent time in  and  lounges. Good 2 be star alliance outside of US. United really?",compliment
"No one at  knows where my TWO bags are.  it was one flight from ORD to BHM.  how could they BOTH get lost?  \U0001f620\U0001f61f\U0001f621",complaint
"Thank you so much for helping me out with moving my ticket. You guys r amazing and it means so very much. #bestairline",compliment
"Smoothest landing of my life on AA 773 (PHL to SFO), plus we're early. Keep up the good work!",compliment
"Delayed flights &lt;&lt;&lt;",complaint
"13 hour + flight delayed by Sky Chef, Wi-Fi that didnt work and in flight TVs glitching. Certainly not the best flight I've been on.",compliment
"it looks like I am delayed in CMH I have a connecting flight to FLL at 8:15. Would you be able to hold a seat for 11p flight",request
"sucks when your carry on fits in the sizing slot and one vindictive attendant makes you check it #disapponted #powertrip",complaint
"I called customer care to reschedule my flights to 20-Mar but he did it for 28-Mar! Please get the bookings changed to 20-Mar",complaint
"can you provide inspiration?Leaving our vacation to be greeted by a poor gate agent and over hr delay from HMO to PHX, boo!",complaint
"Had to stay in a hotel overnight in Phoenix because of a delay &amp; not even long enough to check out spring training.  we got beef",complaint
"Unable to book to Europe from the US online?  Is there a shut down due to the current events today? (trying for Dublin)",request
"Paid for a preferred seat upgd on origin  flight but got bump due to a delay my new seat is in the back Help!",request
"are the Flights cancelled to Ecuador for tomorrow?",request
"Flight got delayed but thank you  for the free directv. Now I can watch the Spurs ðŸ˜Ž",compliment
"I think I left iPad on plane DL421 3/17. Can you help?",request
"just sent DM to try and sort meal requirements for long haul flight; website doesn't seem to be working",complaint
"Main Cabin Extra is a joke for business travelers. How can I get any work done like this?",complaint
"So honored to win  Best Mobile User Experience award. Congrats to the finalists   ",compliment
"Thanks to  Priority seating, it was a smooth boarding process! Thanks!",compliment
"No one on the phone or plane seems to want to help me address a problem with a gate agent on this flight... Can you?",request
"Thanks for the Early Dept today! Would have enjoyed it had flt 804 not been delayed instead you left w/o me. ",compliment
"any plans to go back to a larger aircraft for the MCI - DCA flights?  These CRJs are horrible.",complaint
"Kudos to  for finally delivering impeccable #firstclass service! 1417",compliment
"My wife is connection to AA1969 in PHX and her incoming flight AA817 seems delayed. I am worried. What can you do to help?",request
"Great flight home to CBUS today on  with so many  partners and supporters! #community",compliment
"help! On flight #396 to San Fran. It's my boyfriends bday today seated in 36F. Can you do something special?",request
"Hello, do you offer Vueling flights through miles redemption for award flights? Is it possible to book VY flights on AA's site?",request
"how can I speak with someone who can help me.",request
"just landed on flight 2440 MIA-BOS.  Terrific experience and AA team member Lestine Bell did exceptional work.  My compliments!",compliment
"on top of the fact you've the worst air service, you're discriminating against muslims. SHAME ON YOU!",complaint
"A big shout out to Nancy in Customer Service at LAX. She was very helpful. Great job to her. #unitedairlines",compliment
"honestly we are really nice polite Canadians so it's really difficult to make us this angry but you guys managed.",complaint
"Thanks  for making it possible for me to watch #MarchMadness on my flight! #MTSU wowzers! #luv",compliment
"Extremely disappointed and furious   I checked my bag so I could bring all of my nice makeup",complaint
"want to thank  for rebooking our flight on  via FRA to Bologna.  #StarAlliance is the best. #visitdaughter",compliment
"how did you manage to lose my bag AGAIN? At this point I rather fly with Trump Airlines #MakeAmericanGreatAgain",complaint
"hi can someone dm me and help I'm stuck at the airport because your employees denied us boarding passes.",request
"Second time in a few days that I'm on a flight with non-functioning  wifi. Super inconvenient.",complaint
"Shout out to the  gate agents at DEN Gate A49 for the outstanding, proactive customer service. Thank you",compliment
"Any updates on travel in/out of MDW due to weather?",request
"will you match status?  has pushed me to the point of never flying with them again.",complaint
"changed flight AND covered cost diff. so my brother could attend unexpected funeral. That's customer service. #thankyou",compliment
"Miami's  terminal and staff is horrendous. Definitely not a good start to the last day of our vacation \U0001f61e",complaint
"AWESOME! Our  pilot on flt 2317 is taking pics in the cockpit with all the kids! Good on ya! I want one now...",compliment
"what's the latest I can cancel my flight and get my money back??",request
"if I purchase a business select ticket does that include priority being taken off the plane? #SouthwestHeart",request
"how long does it take to get a plane from the hanger to the gate #2532 #hatedelays #aaAlwaysLate",request
"This is amazing,  and ",compliment
"get me home, please. BOI to AUS. Let's skip DEN since you already cancelled that one.",complaint
"SHOUT OUT TO  FOR NOT CHARGING ME MY KIDNEYS TO CHANGE MY BROTHER'S SURPRISE TRIP HOME TO SEE OUR PARENTS! YOU'RE THE TRUE MVP.",compliment
"Fly  if you want respect and great customer service. fly  if you enjoy being disrepected and left behind.",complaint
"thanks for giving me false information about the seating arrangements for my flight today! \U0001f612",complaint
"never flying your airline again!!! Disgusting islamaphobics",complaint
"we are traveling to Singapore on the 4/04/17 when are these dates going to be released for the Singapore premium stopover?",request
"two of your flight attendants refused to help my pregnant wife with her carry-on bags. Fuck you!! #aasucks",complaint
"does not take care of elite fliers put you up in country in when they screw up",complaint
"my on board experiences with you were all great. Thank you so much.",compliment
"keep it coming, two days in a row providing the worst service #anotherdelayedflight #FU",complaint
"Thank goodness for Javier.....our flight attendant in first class on flight 5537......he saved the day!!  Great representative!",compliment
"My flight, DL3, has been delayed from 5pm to 10:30pm today. Do I have to check in at the original time like your email says?",request
"Clearly customer satisfaction is not a priority for",complaint
"I always love flying  The flight attendants are always nice &amp; they make the flight go smoother.",compliment
"i am still waiting a reply for case CAS-660518-D5H7Q6. U downgraded my paid reservation without any notes or clarification!!",complaint
"Delayed or grounded literally every time I've flown  Who thought it was a good idea to fly us into #Denver this morning? Stuck here.",complaint
"My last hope to get home is shitty ass United Airlines. I have school tomorrow. Are you covering my tuition for missing days???  ðŸ˜",complaint
"I always fly southwest. Flight attendants ease my flying fears with their humor. Love them. #WhoDat",compliment
"you gave our seats to a standby and we missed our flight when we were 12 minutes early. Would you be on with that?",request
"your people Cris, Gary, and Synthia in mke understand customer services and how to problem solve.",compliment
"Booked a flight with  and cancelled my other flight just to see a friend.  Flight is delayed and now I can't see my friend. ðŸ˜¡",complaint
"Is anyone even working? I've been on hold for 45 mins now!?! ðŸ˜   #terrible",complaint
"of  and  in action at  2016 thanks to  ",compliment
"Thanks to a great pilot we had a safe landing in Chicago without flaps! A bit scary",compliment
"Feeling sick for every1 not able to get on their flight  due to poor #tsa management ",complaint
"has better service than this",complaint
"Thanks  for randomly mking me check my carry on bag, charging me, losing my bag and then not being of any help after.",complaint
"fuck you southwest never using you again. You bunch of islamophobic piece of shit airline.",complaint
"hi trying to check in online but keeps saying there is an error, flying tomorrow. can you help please :)",request
"every time I fly wit y'all my flight delayed. Why?ðŸ¤”",request
"thanks I emailed 22 hours ago and still waiting 😢",complaint
"well, I have to give a big thank you now, after the confusion between fine print and website, refund been granted. Thank you",compliment
"Thanks to  for having me out to the  United NYC Half. Beautiful course, great runâ€¦ ",compliment
"Thanks for the compensation for our flight delay  👍🏻 it's gone straight towards another holiday 🙊   👙☀️🍸",compliment
"Kudos to the capt'n &amp; crew flight UA1916 #IAH 2 #SAN Capt'n greeted almost every passenger #customer service #high5  #unitedairlines",compliment
"What are the departure/arrival times for your proposed HND flights?",request
"Hey  what a shock -delay due to paperwork! Do you know if  will let me transfer my platinum status and 600k miles? Thx",request
"Hi there, what's the best person to contact for media trips?",request
"what is the best way to contact you for my flight complaints?",request
"Why did I get a delayed text but the app still says my flight is on time? Between the bad info and awful restaurants at EWR #unhappy",complaint
"Best mileage program + Bag #FeesDontFly =  â¤ï¸ðŸ’›ðŸ’™  ",compliment
"This  flight attendant (I think her name is Ali) working 1452 from DCA to IAH is one of the best I've seen! ðŸ‘ #friendlyskies",compliment
"Never ever again will we fly  - thanks for putting lives in danger through immeasurable incompetence",complaint
"how long after a trip does it take for miles to show in your account? Don't see my last travel on my account",request
"Ah PHL. Flight supposed to be boarding and no one at gate at all. Perfect.",complaint
"super frustrating 2 do flight/seat selection only 2 get the fare increase notice after 1st checkout attempt #notshopperfriendly",complaint
"When the flight was supposed to leave 30 min ago and the pilot is MIA. Thanks  Second and hopefully last time w yall ðŸ˜’",complaint
"as a platinum customer can I bring a guest into the delta sky club when traveling within the US?",request
"#978 . A flight attendant flying jump seat, in my seat, 25A was insanely rude! Please advise. She's now in 25 B. I'm in 26A.",complaint
"The #FlightAttendants on UA635  are a great example of how teamwork can get a plane out time.  #greatjob",compliment
"hi I have a flight from La Guardia to New Orleans on Thursday. How long do I have to be at the airport prior to checkin / departure",request
"This week's Worst in customer service #secreteyes    ",complaint
"How can I add my middle name to my Delta Secure section of my profile?",request
"your website isn't loading, is flight 4019 out of Hobby canceled or delayed for 835 tomorrow morning?",request
"So disappointed  Delayed flight. Missed connection. Now booked into Economy on BA when I'd upgraded to Business.",complaint
"flight4634 delay 4 maintenance, this is 3rd time in 3 days, should I be worried!?!?",complaint
"how long will it be fix?",request
"So disappointed  attempting to postpone $416RT flt due to family emerg &amp; refusing even a 50% credit due to *restrictive fare BS",complaint
"UX from  - how hard would it be to include food options?- save paper and the planet, etc",request
"- Great service from Dana at the Pltnm desk out of Winston Salem Today! she was a total pro!",compliment
"the upgrades to C Terminal are great.  The best food choices and a Starbuck.  Must be the  affect.",compliment
"And we had a fantastic week, other than delay in #Alpbach",complaint
"Hello, quick question, when booking a flight with AA from UK to USA, will I need passport info?",request
"miserable travel day with y'all so far. How do I use my miles to upgrade to better seats?",complaint
"mechanical flight delay followed by 30 min Tarmac wait for a gate when landed. Poor, poor planning. #faultoplan #flt421",complaint
"what is going on with ua921? Still sitting on the Tarmac and no info. Great customer service.",complaint
"im flying to ase fri night.  see bad weather. called to change.  hundreds of $$. please help!  or issue a waiver.  big storm coming!",request
"Thanks  ",compliment
"sitting on the ground at DFW for an hour on AA2064 - going to miss connection CLT-CRW AA4816. Can you help?",request
"Worse customer service I received within the first 10 of arriving at the kiosk in MIA. Employees were purposely rude.",complaint
"Allyson in the RDU club provided the best service I've received in my nearly 15 years flying UsAirways/American.  THANK YOU!",compliment
"Shoutout  for the free checked bags",compliment
"I need help getting a receipt for a co-pay. No luck with AA agent or emails. Thanks.",request
"Being persistent paid off! Thanks to the 5th  agent that was finally willing to help me. #gettinghomearly #relieved",compliment
"I submitted a baggage complaint on Jan 15 and have not had a response. When can I expect to hear back?",request
"Got on plane at 7:45. Still sitting at gate at 9:45. Probably won't fly  again.",complaint
"disappointed in  for not holding my son's connecting flight 5684 on 3/20 for 5 more minutes while getting off AA 1017 in Phoenix",complaint
"plane is here everyone is checked in...but they can't find the flight crew wtf ? That's a new one.",complaint
"Thx for helping me celebrate,  Boeing 737 sang me HBD &amp; the flight staff whipped up this epic ðŸŽ‚ ",compliment
"Shout out to Jay at Delta Customer service, you're the greatest!  and  give that man a raise!  #hedidntaskmetosaythat",compliment
"great service and food at the PHL club today. Mike @ the bar was great. Big \U0001f44d\U0001f3fb. Summer's here check the HVAC for your employees.",compliment
"3010 decision to wait for a few has caused one delay after another. With impending weather conditions.. #closethedoorsontime!",complaint
"scheduled on cancelled flight tomorrow DL1246. Can i just get a refund/ credit instead of rebooking? Easier for me to do.",request
"Never again will I book a flight for anyone on  service was ridiculous and their customer service process is no better",complaint
"I enjoy  #MarchMadness commercial but it does play an awful lot...",complaint
"Hi signed up and booked flight for myself and daughter but forgot to add her to the mileage earnings, is it poss to add her now?",request
"Big Thx to  customer support for getting family back to #Denver tomorrow after #FrontierFail",compliment
"So  I'm not impressed with your service so far. Massive queues and NO staff!",complaint
"In about a week total I've had 3 friends say don't fly with      #ThoughtIWasTheOnlyOne",complaint
". baggage rep Al, ID HAL, was able to give us the correct info needed for our claim, it has been processed. #HeSavedCustomers",compliment
"We're going to be checking a car seat on an upcoming flight. Do we need to prewrap it or can we get help at check in?",request
"After more than a 4 hour delay on  to Denver - we are now plane waiting for catering to show up!?! #neveragain",complaint
"I disappointed and missing an important family event tonight. Blown away by the shrugged shoulders of agents I've spoken to",complaint
"You cancelled my connecting flight. I rented a car to drive to my destination. Now I get the runaround to get repaid? Unhappy!",complaint
"The agents at BWI are so funny, warm and helpful! \U0001f604",compliment
"so trash. ðŸ—‘",complaint
"Just talked to 2 different  reps who do not know what Pre Check is...",complaint
"love the view flying into Bermuda last night",compliment
"Is there a way for me to use my Qmiles to book hotels?",request
"how come there is so many delays. My best friend has been delayed twice",request
"A link or something would be nice  I've been on hold for the past hour with your customer service team",request
"There are sooooo many hot guys on my flight to South Dakota. Thank you ",compliment
"Wow!  really sucking it up. 2 hour delay, then a wait on the ground another hour after we land. Should have flown",complaint
"The worst airline ever! Your staff on this flight are some real sorry SOB's. I have missed my connection and no one cares.",complaint
"Spent an hour on the phone in order to schedule a difficult flight to attend a family funeral. Debbie was amazing! THANKS DEBBIE H.",compliment
"Flying with the best this morning,  Love ya âœˆï¸",compliment
"can I change my flight if im scheduled to depart jfk tonight due to the weather conditions in NY?",request
"can you please help me find another flight? 4395 is delayed until 5:35 mdw-bos thanks!!",request
"Also  your service staff (not desk agent) is /intensely/ rude. I'm sorry my wife is a foreign citizen?!",complaint
"Massive thanks to  for finding my  jacket (aka the best travel pillow/blanket/lumbar support ever)!",compliment
"THX to Birmingham, AL  (Seconda, Bobbie &amp; Eva T) for the swift check-in for #BamaSB this morning! #BestInTheBiz #AboveAndBeyond",compliment
"I've been trying to change my seat all day and it keeps telling me our system is having trouble, can someone assist? Thanks",request
"\u2013 left a laptop on flight 5986 last night &amp; customer service over the phone/email has been bleak. Any help?",request
"I am very very pleased with my flight  The craft was very clean, all the stewardess were absolutely fantastic! Great service!",compliment
"how can I speak with someone who can help me.",request
"Y'all need to get me on a plane tonight okay? Canceled our flights, then put us on a plane that was full? This is ridiculous",complaint
"Hi, is there an issue with your Booking System? Fares for 24MAR16 from BOM to DXB show at 30K RS one way, till April 10+!",request
"is an iPad Plus considered a large electronic device? I was told it was and had to put it away. What is the reg? Thanks",request
"I flew on 3/7 from DFW, changed my flight for weather &amp; got charged a change fee. Any chance of getting that reversed?",request
"you never manage to disappoint...4+ hours delayed ORD to LAX...anything to say?",complaint
"We've been told it's now delayed until tomorrow... Can you confirm that you do fly to Cape Verde on Saturdays?",request
"Tom at the Washington Reagan counter at LaGuardia is awesome!! That man deserves an award/raise #TomRocks #NotGonnaBeStranded",compliment
"buddy can't find his reservation/confirm for flight.  Any other way to look up online?  Doesn't have mileage plus account.  Thx!",request
"Flying home after a great vaca in Cancun! Thank you  !! ",compliment
"Love getting 2 flights for $500 TOTAL to see my BFF in July. Thank you,  -and thank you   for being a hub!",compliment
"Can we buy a wifi pass before we bird our a/c?",request
"hello :-) could you follow me please so I can send you a DM. Thank you.",request
"how can I help get a direct from Dallas Love to Newark? Keep up the great work on social too!",request
"my husband and I werebooking  travel  his flight was 30k and mine at 45k. Last night both were 45k how can I get 30k flight?",request
"Ok..... I bet our plane is delayed and they're not telling us.",complaint
"with the companion certificate (via delta amex) does the companion get a free checked bag as well? thanks!",request
"seat. She loudly said, they would require an upgrade!! It's one row in front of me. Unreal #rude #CrapService #AASucks (2/2)",complaint
"do your internal flights (NYC to MCO) include a hold luggage? If not, do we pre-pay or at checkin? Do prices vary? Thanks!",request
"I left my ipad at seat 28A on flight 704 just landed at EWR from IAH. How can I recover it?",request
"i forgot my password. Pls advise how 2 reset it",request
"thank you for ruining our weekend with bullshit delay after delay for a 50 min flight! I could have driven there faster! #fuckunited",complaint
"Shout out to awesome  team in GVA who helped our students tremendously on 3/15! Thnx for waiting - We enjoyed our flight to EWR!",compliment
"Thanks  for such great customer service on the phone!  Short hold time and friendly, helpful representative!",compliment
"Need help. DM please",request
"why do you hire people that seem to hate customer service and the FFers that keep you in business?",complaint
"Thank you  for flying me to  #HongKong once again  #artwriterslife #lifewelltravelled ",compliment
"Absolute shocking customer service from Qatar that you can't change flight detail. Very dissapointed!!!",complaint
"please help so I can continue to fly you guys!",request
"Many thanks  Home safe via Denver when everyone else cancelled, best crews too!",compliment
"flight from CVG to ORD was deplaned twice due to mechanic errors. Int'l flight delayed for 12 hours. Can I request compensation?",request
"2 hours flight, 1 hours still waiting my luggage ... FAIL",complaint
"thanks for helping.....not",complaint
"still waiting on a single flight attendant, you think I'll ever fly you again? Lol, nope. Take your airline and shove it",complaint
"Boom.  DM customer service just rebooked me on a later flight. So much better than lines or hold times! ",compliment
"2 days, 2 diff flights, 2 diff mechanical issues. fix your shitty fleet.",complaint
"Fuck you  . I didn't pay $300 for this bullshit service",complaint
"Hello, how's the catering on SQ478? Has it been refreshed since the dismal reporting by  ? Thx!",request
"Do I need to use Canadian web address for  to make a flight change online when in Canada. Getting error.",request
"What's the issue with flight #100 BWI-MCO? Why the long delay? Equipment or Crew?",request
"Almost 2 days after arriving in Cancun  doesn't know where our bags are. Wife in tears. Vacation officially ruined. \U0001f622",complaint
"It's times like these when I love  Free change, gets me home at a respectable hour instead of around midnight.",compliment
"why is flight 623 to Japan delayed?",request
"Thanks  for the incredibly smooth flight home. Now to hit the beach",compliment
"Yet another flight delay with  - the airline that just doesn't like to stick to departure times #HK #HongKong",complaint
"A flight was cancelled from Denver to Dallas and cannot reach attendant.  How do we reschedule the flight?",request
"why are you steeling my miles?  I should be able to redeem them whether I am an elite status or not; we all earned them the same way",request
"Chapped lips update- someone gave me United chapstick (???) now my lips are back to normal. Thanks  ",compliment
"Until when you will not operate direct flights to Brussels? - Thx",request
"We have landed! Flight was delayed but the pilots &amp; crew &amp; gate agents of  were wonderful and I was handsome and charming!",compliment
"Thanks for such quick help and advice. Hugely appreciated!",compliment
"$150 to change flight plans on a trip booked using Skymiles. You sure know how to treat loyal customers.",compliment
"I thought you guys should know your staff is rude and condescending  #Unhappy",complaint
"thank you",compliment
"Pilot in training. Thanks  for a great experience!",compliment
"What promotion you are offering for the month of June",request
"UA511 delayed another 45?!  Some of us have kids we need to get home for school.  Thanks for continuing to suck.",complaint
"Cancelling my Aadvantage card today. Last time I fly with   is way better",complaint
"can you help me?",request
"How is it that flights can be canceled w/out any a email or phone call to rebook? Does  just want us to show  up at the airport?",complaint
"I am done flying Dickheads have fucked me for the last time #DontYouMakeEnoughMoney?",complaint
"not a bit impressed with the customer service on my first flying experience...",complaint
"and you have just 1 plane going to Miami and coming from London. Horrible horrible airline so #unprofessional",complaint
"How long in the telephone queue for online support",request
"I cant check into my flight bc my name is in 2 words on my pasport and united account but the ticket info has it in one word. Help!",request
"employee yelling at me and telling me to move to the back of the line after she told me to get into the line they formed #norespect",complaint
"Thanks BT from  you are a star! Great Customer service",compliment
"how can I get points from this past week's travels added to my RR account?",request
"Amazing crew on DL2006 taking great care of us during this diversion to Baton Rouge. FAs and pilots are all rock stars!",compliment
"UA782 is delayed a whopping 20 mins for an aircraft THAT HAS NO POWER. Seriously?  Can you please improve and maintain aircraft?!",complaint
"Fucking  Flight has already been delayed twice and now our crew is stuck in traffic driving from JFK. I want to go home!!",complaint
"Thanks  and Tina from Tech Ops (seen here) for a bottle of water today as I start my journey. #WhereisKerwin ",compliment
"Very windy but a gorgeous day in Chicago.  Thank you  for the stunning view! ",compliment
"Delayed in DC...what else is new. C'mon  you can do better than this",complaint
"Stuck in Florida and it's not even the beach. #delayed",complaint
"Question for you.  I just received my KTN today and have a flight tomorrow.  Will I be able to use TSA precheck tomorrow?",request
"Thanks to  I missed my connecting flight from LAX to Cleveland now I have to sit here 5hrs b4 flying to Denver then Cleveland",complaint
"Hey  Elaine in your phone customer service department is fabulous.  Thanks!",compliment
"How is it even possible to have 2 flight delays in one day. Only #Qantas  can it. What a silly excuse of an airline.  ",complaint
"hi I have a flight from La Guardia to New Orleans on Thursday. How long do I have to be at the airport prior to checkin / departure",request
". can you please fix this? #isaidplease",request
"please contact me asap, need to check in and website or number are not working",request
"made me miss a flight thereby miss a meeting n lose a client, lost my bag n gave me $200 voucher to regain my trust.  What a joke!",complaint
"For 1st time in 14 yrs bought tix on SW instead of  for summer vacation b/c you value your customers. Thanks for caring",compliment
"Hi  sent you a DM. Thank you",compliment
"I need help scheduling a flight out of DEN to NYC.  Can you help?",request
"AA1133 is scheduled to land after AA1261 should depart. At what point will 1261 be delayed?",request
"Thanks for all!! Your community manager is a very professional assitant. My uncle received his luggage!",compliment
"Hey  what a shock -delay due to paperwork! Do you know if  will let me transfer my platinum status and 600k miles? Thx",request
"this is not cool. You let people put their bags in first class overhead after I boarded and I was YELLED AT when I asked about that",complaint
"SOUTHWEST SUCKS",complaint
"Can you check status of my complaint pls  - Andrew from Customer Service hasnâ€™t bothered to reply ðŸ˜",request
"Enjoyed learning  how  social media team keeps flyers in the know! Thanks for the battery Katie! ",compliment
"R u aware of huge delays at Term B  security check point? JFK is faster",complaint
"This is unacceptable,  THIS is why I hate you.",complaint
"why is flight AA6175 delayed? And when will it arrive in London?",request
"I need to cancel an award due to medical issue preventing me from flying. Is there a way to avoid cancellation fee?",request
"What number should I call for customer service? 1-800-221-1212, 888-750-3284 or 887-503-284",request
"thanks for the upgrade,i love be  star alliance silver member .",compliment
"So far a missing golf bag and a broken bag. Thanks",complaint
"Completed complaint form describing horrors of SWA customer service available from state Attorney General. #southwestheart",compliment
"the wifi on this plane is horrible, y'all really charge 8 dollars for this?",complaint
"Once again  Thank you for getting your boy here safely! \U0001f592",compliment
"Done with report to AG. Reaching out to media today re lousy SWA customer service. #southwestheart",compliment
"Hello I am a passenger of flight QR0730 from dfw to doh final to hyderabad, is there a delay on the flight? I am stocked in MX",request
"Come fly with us at  instead! You can be guaranteed of a certain kind of service with us.   ",compliment
"then fl 4431 waiting an hour for car seats in DEN. Many tired kids and frustrated customers.",complaint
"I'm getting the following error on the AA app - Connection error while retrieving your reservations. Any idea whats wrong?",request
"...anyway to upgrade out of a basic economy fare? Just want to choose my seat. Thanks!",request
"Stuck in South Carolina for another day thanks to  incompetence! Not a great experience for my first time in America.",complaint
"Booked a biz class seat on  new A350 service to PHL - I wonder if a coat-and-tie is required? #ChampagneLifestyleOnABeerBudget",request
"hi, can I send you a DM regarding a recent schedule change that is causing some confusion?",request
"Hello! I'm having trouble regarding some baggage of mine that was damaged, could you please DM and help me resolve the issue?",request
"why is flight 4604 PA to RI delayed??",request
"We all know long  flight delays happen. Big thanks to  for dinner and a discount on future travel. #iflyswa",compliment
"The #brusselsattack appears to have been aimed at the  check-in desk, what would you do  ??",request
"Congrats to the  team at CMH for winning the 4Q15 Customer Cup award for outstanding customer service! ðŸŽ‰ ",compliment
"missed my connection in London to Geneva. Trying to get on the AA6344 at 3:05pm. Please help!!",request
"how do I add my known traveler number to an existing reservation?",request
"apologized 35 times in the past65 minutes.When will  start coming down on this airline for poor performance and safety",complaint
"[serious] fuck  never fly them. never.",complaint
"I mean.. I, consumers, pay a very nifty price when booking our flights so we do expect to arrive on time. Who can I speak to?",request
"What gives,  ? Really crappy experience in First Class. Been DM'ing... No reply. #feedback #inflight",complaint
"Thanks for the heads up  ! just cancelled reservations for  tickets to NYC in June, rebooking  now.",compliment
"at least 6  employees gave me bad attitude and 'not my job' response in last hour. is that training or just culture?",complaint
"here's a quick clip! She was incredibly sweet and complimentary of my little one. I'm so proud of her!",compliment
"what's the policy for changing an international flight?",request
"over an hour on hold been trying to get help from customer service since last week",complaint
"pls help find my stroller. Personally Gate checked today by agent on AA2156 and never arrived! No one, even pilot can find it",request
"any idea what baggage pickup for flight 4948 at Dulles? We've been here for 25 min and board still doesn't show",request
"So if you rent a ðŸŽ¥ &amp; cant finish it til ur connecting âœˆï¸ but ur cnct doesn't have wi-fi is there hope for a movie voucher?",request
"Hey  is it typical for gate agents to to walk away when customers need help rebooking a flight? #strandedatohare",complaint
"When your flight is delayed 2 hours but at least you're bonding with your mother so thanks  ",compliment
"Flights from Newark NJ to Pittsburgh.. Prices for July 8?",request
"just had a great flight from RSW to STL flight 986. Flight attendant David is one of a kind. Thanks for the great flight",compliment
"Excellent crew on UA1606 from SFO&gt;ORD! Thx for a safe flight! ",compliment
"Seriously  good cust exp is easy, just want legit info. No plane, no gate agent, how can a flight take off in 20 mins? #RonR",request
"Helen is amazing on #3341 right now. Welcoming, efficient and pleasant. Let her know!!!",compliment
"Amazing trip to San Diego next stop home via  thx to everyone who joined to learn about #socialmedia  Regional Meeting",compliment
"Worst  employee ever at PHX Sky Harbor gate B19!! Rude to everyone including fellow employees!",complaint
"new rules for economy comfort seats are TERRIBLE! Mil Mile Diamond Medallion and can't sit with my family!! #losingloyalty",complaint
"Love how  has the best customer service when u dont need it and the worse when you DO! #whatajoke",complaint
"shout out to Corey @ customer service @ ORD.  Made a bad situation better.  Love helpful people.",compliment
"Most incredible customer service experience ever! Newark Baggage services hands down the best! Great job  where do i send a letter?",complaint
"please improve your boarding process. Herding people like cargo is terrible.",complaint
"Girls weekend starts....now! Thanks for the free drink  @ BWI Thurgood Marshallâ€¦ ",compliment
"Intense competition propels  toward delivery of excellent customer experience ",compliment
"Thanks  ðŸ–ðŸ» ",compliment
"booked me on a flight 2 days later. Completely ridiculous!",complaint
"Had an absolutely horrible experience with a gate agent from  On crutches and completely offended and disappointed.",complaint
"You guys are amazing  . Thanks for the amazing customer service. #boycottAA   ",compliment
"Drink service stopped at row 18 on this flight. Mikey and I are in row 20. Thanks  !!",compliment
"very disappointed with checkin  this morning. All workers loudly complaining about not getting breaks while lines back up.",complaint
"hello I'm unable to check in online for flight 109 leaving tomorrow from heathrow. can you help?",request
"We made it to Orlando!! Thank you for a safe flight",compliment
"after mechanical delay. Board. Deplane. Assured we would make second connection...re board. Missed connection...CSR zero help",complaint
"Just tried calling but wasn't helped. Reservation has my middle initial attached to first name. Can I have it corrected please?",request
". super-unhelpful on the phone and in person!",complaint
"I hope you all do something about these delays. Lost a day of my vacation dealing with you all and your inconvenience.",complaint
"screwed up my ticket entirely, and were unhelpful and rude. usually not negative on social media but DONT FLY AMERICAN FOLKS",complaint
"Big thank you to  &amp;  for giving me a full refund w/o hassle. Both your teams were friendly, helpful, &amp; kind.",compliment
"Holy moly! â™¡â™¡â™¡  Got travel voucher for the inconvenience of flight delay. Definitely can't say that for ANY other airline! â™¡â™¡â™¡",compliment
"So basically  ruined my birthday plans and won't give us a refund !! 0/10 will not fly with them ever again",complaint
"Flight got delayed but thank you  for the free directv. Now I can watch the Spurs ðŸ˜Ž",compliment
"OK, get the weather delays. But insanity at  &amp;  Someone yells fire &amp; you're gonna have a stampede. #BiggerTerminal",compliment
"Just got off the phone with  customer service and they were AWESOME!!! Thank you so much for all your help!!! #HappyMonday",compliment
"when united give u compensation? I still in the airport, 4 hours of delayed!",complaint
"you cancel for weather and we have to rent car, drive 3 hrs and book hotel w/ no comp to get flight",complaint
"My current situation. Thankful for  upgrades for #frequentflyers on these long flights.â€¦ ",compliment
"Ummm is there a shortage of planes at ORD?! Get me to AUS please and thank you.",request
"if I purchase a business select ticket does that include priority being taken off the plane? #SouthwestHeart",request
"Hey  I've been on hold for 2hours. Not cool. Little help?",request
"Thank you  for helping change and push my flight back a few days free of charge after all my previous troubles",compliment
"Hey  Karen in the Refunds Department is the most helpful and sweet CSR rep I've ever dealt with - solved my issue in 15 mins!",compliment
"Customer service at  sucks so bad ðŸ˜•",complaint
"Shoutout to  for making me sit on a 2 and a half hour flight on a plane with broken bathrooms",complaint
"Thank you  for a great flight home to #dfw from Cancun this morning.  ",compliment
"Mileage plus folks tell me I can't use miles for hotel unless I have Explorer Credit card. ...wtf? Heep me out!!!",complaint
"Is there a # I can call re: a complaint I filed today? Preferably not the customer service number, since that is who it is about.",request
"Checked in to my flight but got message to check with desk at GRU. Reading Twitter, this means I may lose my first class seat?",request
"Thank you Iris (gate agent)  1191 PHX-EWR for the extra prompt and friendly service! âœˆï¸",compliment
"Thank you  for the awesome lady at Dallas Airport B30 Baggage claim who went above and beyond for me today to find my bag!!!!!!",compliment
"can you come pick me up.. doesn't seem to be able to get me to and from my destination this week",request
